,GameId,HomeTeamAbbr,VisitorTeamAbbr,Week,Stadium,Location,StadiumType,Turf,GameWeather,Temperature,Humidity,PlayId,YardLine,Quarter,GameClock,PossessionTeam,Down,Distance,FieldPosition
51,2017090700,NE,KC,1,Gillette Stadium,"Foxborough, MA",Outdoor,Field Turf,Clear and warm,63.0,77.0,20170907004721,33,4,02:32:00,KC,3,1,NE
52,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910000081,25,1,14:52:00,BUF,2,10,BUF
53,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910000221,48,1,12:48:00,BUF,1,10,NYJ
54,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910000242,32,1,12:15:00,BUF,1,10,NYJ
55,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910000263,28,1,11:35:00,BUF,2,6,NYJ
56,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910000305,15,1,10:33:00,BUF,1,10,NYJ
57,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910000358,2,1,09:40:00,BUF,1,2,NYJ
58,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910000626,36,1,06:13:00,BUF,1,15,BUF
59,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910000882,23,1,01:57:00,BUF,1,10,BUF
60,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910000978,42,1,00:20:00,BUF,2,4,BUF
61,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910001020,43,2,15:00:00,BUF,3,3,BUF
62,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910001041,34,2,14:30:00,BUF,1,10,NYJ
63,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910001102,22,2,13:22:00,BUF,1,10,NYJ
64,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910001123,8,2,12:48:00,BUF,1,8,NYJ
65,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910001522,40,2,06:16:00,BUF,1,10,NYJ
66,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910001543,20,2,05:48:00,BUF,1,10,NYJ
67,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910001622,31,2,04:44:00,BUF,3,21,NYJ
68,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910001689,36,2,03:55:00,NYJ,2,10,NYJ
69,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910001738,49,2,02:38:00,NYJ,1,10,BUF
70,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910001770,41,2,02:10:00,NYJ,1,10,BUF
71,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910002211,25,3,14:54:00,NYJ,1,10,NYJ
72,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910002293,38,3,13:02:00,NYJ,1,10,NYJ
73,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910002384,32,3,12:00:00,BUF,1,10,BUF
74,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910002477,21,3,10:41:00,NYJ,1,10,NYJ
75,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910002577,36,3,09:05:00,BUF,1,10,BUF
76,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910002631,17,3,08:05:00,BUF,1,10,NYJ
77,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910002754,25,3,06:52:00,NYJ,1,10,NYJ
78,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910002891,31,3,03:55:00,NYJ,1,10,BUF
79,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910003180,20,3,01:48:00,BUF,2,10,BUF
80,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910003233,46,3,00:36:00,BUF,1,10,BUF
81,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910003275,47,4,15:00:00,BUF,2,9,BUF
82,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910003296,26,4,14:17:00,BUF,1,10,NYJ
83,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910003350,4,4,13:27:00,BUF,1,4,NYJ
84,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910003371,1,4,12:51:00,BUF,2,1,NYJ
85,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910003454,19,4,12:05:00,NYJ,2,8,NYJ
86,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910003475,20,4,11:18:00,NYJ,3,7,NYJ
87,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910003531,35,4,10:21:00,NYJ,2,6,NYJ
88,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910003608,4,4,09:25:00,BUF,1,10,BUF
89,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910003629,6,4,08:52:00,BUF,2,8,BUF
90,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910003857,23,4,06:33:00,BUF,1,10,BUF
91,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910003878,28,4,05:53:00,BUF,2,5,BUF
92,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910004094,17,4,03:51:00,BUF,1,10,BUF
93,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910004132,19,4,03:42:00,BUF,2,8,BUF
94,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910004196,29,4,02:55:00,BUF,1,10,BUF
95,2017091000,BUF,NYJ,1,New Era Field,Orchard Park NY,Outdoors,A-Turf Titan,Sun & clouds,65.0,53.0,20170910004249,22,4,02:06:00,BUF,2,17,BUF
96,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910010071,8,1,14:48:00,ATL,1,10,ATL
97,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910010164,49,1,11:53:00,ATL,1,10,CHI
98,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910010209,43,1,10:39:00,ATL,3,4,CHI
99,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910010254,31,1,09:24:00,ATL,2,3,CHI
100,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910010275,29,1,08:40:00,ATL,3,1,CHI
101,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910010354,26,1,07:49:00,CHI,1,10,CHI
102,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910010475,30,1,05:22:00,ATL,2,10,ATL
103,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910010624,23,1,04:19:00,CHI,1,10,CHI
104,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910010753,49,1,01:35:00,CHI,2,10,ATL
105,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910010774,34,1,00:50:00,CHI,1,10,ATL
106,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910010887,25,2,14:55:00,ATL,1,10,ATL
107,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910010908,30,2,14:18:00,ATL,2,5,ATL
108,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910011140,35,2,10:56:00,ATL,1,10,ATL
109,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910011209,38,2,09:07:00,ATL,2,2,CHI
110,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910011230,37,2,08:22:00,ATL,3,1,CHI
111,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910011331,25,2,06:02:00,ATL,1,20,CHI
112,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910011373,5,2,04:34:00,ATL,1,5,CHI
113,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910011436,25,2,04:29:00,CHI,1,10,CHI
114,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910011457,28,2,03:55:00,CHI,2,7,CHI
115,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910011478,26,2,03:02:00,CHI,1,10,ATL
116,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910011499,22,2,02:25:00,CHI,2,6,ATL
117,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910011572,15,2,01:53:00,CHI,1,10,ATL
118,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910011593,10,2,01:05:00,CHI,2,5,ATL
119,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910011743,25,3,14:56:00,CHI,2,10,CHI
120,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910011764,34,3,14:20:00,CHI,3,1,CHI
121,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910011785,41,3,13:44:00,CHI,1,10,CHI
122,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910011889,20,3,12:09:00,ATL,1,10,ATL
123,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910011995,45,3,10:10:00,CHI,1,10,CHI
124,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910012016,50,3,09:33:00,CHI,2,5,
125,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910012141,25,3,08:06:00,ATL,1,10,ATL
126,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910012162,26,3,07:26:00,ATL,2,9,ATL
127,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910012231,40,3,05:59:00,ATL,2,8,ATL
128,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910012383,20,3,03:36:00,ATL,1,20,CHI
129,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910012525,29,3,02:05:00,CHI,1,10,CHI
130,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910012546,26,3,01:21:00,CHI,2,13,CHI
131,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910012578,44,3,00:56:00,CHI,1,10,CHI
132,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910013273,35,4,06:38:00,ATL,1,10,CHI
133,2017091001,CHI,ATL,1,Soldier Field,Chicago. IL,Outdoor,Grass,Sunny,64.0,57.0,20170910013353,23,4,04:53:00,ATL,1,10,CHI
134,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910020104,25,1,14:19:00,CIN,2,10,CIN
135,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910020125,37,1,13:47:00,CIN,1,10,CIN
136,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910020240,36,1,12:38:00,BLT,1,10,BLT
137,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910020284,40,1,11:45:00,BLT,2,6,BLT
138,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910020344,48,1,10:34:00,BLT,1,10,CIN
139,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910020394,35,1,09:17:00,BLT,1,10,CIN
140,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910020565,11,1,05:35:00,BLT,2,10,CIN
141,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910020650,25,1,04:44:00,CIN,1,10,CIN
142,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910020695,35,1,03:28:00,CIN,1,10,CIN
143,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910020722,43,1,02:46:00,CIN,2,2,CIN
144,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910020801,47,1,01:34:00,BLT,1,10,BLT
145,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910021000,19,2,13:46:00,CIN,1,10,CIN
146,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910021045,35,2,12:42:00,CIN,1,10,CIN
147,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910021066,42,2,12:15:00,CIN,1,10,BLT
148,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910021087,39,2,11:50:00,CIN,2,7,BLT
149,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910021156,12,2,10:22:00,CIN,1,10,BLT
150,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910021198,11,2,09:50:00,CIN,2,9,BLT
151,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910021274,26,2,08:48:00,BLT,2,10,BLT
152,2017091002,CIN,BAL,1,Paul Brown Stadium,"Cincinnati, Ohio",Outdoor,UBU Sports Speed S5-M,Sunny,68.0,43.0,20170910021339,40,2,07:10:00,CIN,1,10,CIN
