Game_Id,Game_Date,Game_Day,Start_Time,Weather,Temperature
185,10/31/2016,Monday,19:30,Cloudy,58
186,11/3/2016,Thursday,20:25,Clear,76
187,11/6/2016,Sunday,13:00,Partly Cloudy,65
188,11/6/2016,Sunday,13:00,,58
189,11/6/2016,Sunday,12:00,,62
190,11/6/2016,Sunday,13:00,Cloudy,80
191,11/6/2016,Sunday,12:00,Indoors,
192,11/6/2016,Sunday,13:00,Partly Cloudy,56
193,11/6/2016,Sunday,13:05,Sunny,75
194,11/6/2016,Sunday,13:05,Mostly Sunny,70
195,11/6/2016,Sunday,15:25,,68
196,11/6/2016,Sunday,13:25,Partly Cloudy,76
197,11/6/2016,Sunday,17:30,Partly Cloudy,65
198,11/7/2016,Monday,17:30,Cloudy,61
199,11/10/2016,Thursday,20:25,Fair,54
200,11/13/2016,Sunday,13:00,Cloudy,45
201,11/13/2016,Sunday,13:00,,69
202,11/13/2016,Sunday,12:00,Partly Cloudy,62
203,11/13/2016,Sunday,13:00,,62
204,11/13/2016,Sunday,13:00,Sunny,58
205,11/13/2016,Sunday,13:00,Cloudy,81
206,11/13/2016,Sunday,12:00,Sunny,56
207,11/13/2016,Sunday,13:00,Sunny,58
208,11/13/2016,Sunday,13:05,Sunny,85
209,11/13/2016,Sunday,14:25,,
210,11/13/2016,Sunday,16:25,Sunny,56
211,11/13/2016,Sunday,20:30,Clear and cool,43
212,11/14/2016,Monday,20:30,Cloudy,56
213,11/17/2016,Thursday,20:25,Clear,63
214,11/20/2016,Sunday,13:00,Partly Cloudy,36
215,11/20/2016,Sunday,13:00,Cloudy,36
216,11/20/2016,Sunday,12:00,,
217,11/20/2016,Sunday,13:00,Controlled Climate,68
218,11/20/2016,Sunday,13:00,Partly Cloudy,34
219,11/20/2016,Sunday,12:00,Sunny,46
220,11/20/2016,Sunday,12:00,Indoors,
221,11/20/2016,Sunday,13:00,Mostly Cloudy,41
222,11/20/2016,Sunday,13:05,Rain,63
223,11/20/2016,Sunday,13:25,Cloudy with rain,64
224,11/20/2016,Sunday,13:25,Rain,54
225,11/20/2016,Sunday,20:30,Clear,38
226,11/21/2016,Monday,19:30,Clear,63
227,11/24/2016,Thursday,12:30,Controlled Climate,68
228,11/24/2016,Thursday,15:30,,
229,11/24/2016,Thursday,20:30,Cloudy,39
230,11/27/2016,Sunday,13:00,,
231,11/27/2016,Sunday,13:00,Sunny,50
232,11/27/2016,Sunday,13:00,Mostly cloudy,42
233,11/27/2016,Sunday,12:00,Cloudy,40
234,11/27/2016,Sunday,13:00,Sunny,48
235,11/27/2016,Sunday,12:00,Partly Cloudy,71
236,11/27/2016,Sunday,13:00,Partly Cloudy,79
237,11/27/2016,Sunday,12:00,Partly Cloudy,61
238,11/27/2016,Sunday,16:05,Cloudy,81
239,11/27/2016,Sunday,18:30,Mostly Cloudy,44
240,11/27/2016,Sunday,13:25,Partly Cloudy,59
241,11/27/2016,Sunday,16:25,Cloudy,47
242,11/28/2016,Monday,20:30,Cloudy,47
243,12/1/2016,Thursday,19:25,Indoors,
244,12/4/2016,Sunday,13:00,,
245,12/4/2016,Sunday,13:00,Partly Cloudy,47
246,12/4/2016,Sunday,12:00,"Snow Showers, 3 to 5 inches expected.",33
247,12/4/2016,Sunday,13:00,Cloudy,42
248,12/4/2016,Sunday,12:00,,32
249,12/4/2016,Sunday,13:00,,70
250,12/4/2016,Sunday,13:00,Sunny and cool,39
251,12/4/2016,Sunday,12:00,Cloudy,68
252,12/4/2016,Sunday,13:05,Partly Cloudy,59
253,12/4/2016,Sunday,14:25,,68
254,12/4/2016,Sunday,16:25,Cloudy,43
255,12/4/2016,Sunday,13:25,Sunny,72
256,12/4/2016,Sunday,17:30,Partly Cloudy,37
257,12/5/2016,Monday,20:30,Clear,45
258,12/8/2016,Thursday,19:25,Clear,21
259,12/11/2016,Sunday,13:00,Snow showers,27
260,12/11/2016,Sunday,13:00,Cloudy,37
261,12/11/2016,Sunday,13:00,Snow,28
262,12/11/2016,Sunday,13:00,Controlled Climate,68
263,12/11/2016,Sunday,13:00,Cloudy,34
264,12/11/2016,Sunday,13:00,,71
265,12/11/2016,Sunday,13:00,Cloudy,77
266,12/11/2016,Sunday,13:00,Cloudy,35
267,12/11/2016,Sunday,16:25,Cloudy,79
268,12/11/2016,Sunday,12:00,Sunny,50
269,12/11/2016,Sunday,13:05,Mostly Cloudy,54
270,12/11/2016,Sunday,15:25,,26
271,12/11/2016,Sunday,13:25,Cloudy,65
272,12/11/2016,Sunday,20:30,Cloudy,32
273,12/12/2016,Monday,20:30,Clear,31
274,12/15/2016,Thursday,17:25,Partly cloudy,36
275,12/17/2016,Saturday,20:25,Cloudy,35
276,12/18/2016,Sunday,13:00,Cloudy,62
277,12/18/2016,Sunday,13:00,Cloudy,26
278,12/18/2016,Sunday,12:00,Sunny,11
279,12/18/2016,Sunday,19:30,,
280,12/18/2016,Sunday,12:00,Cloudy,37
281,12/18/2016,Sunday,12:00,Sunny,1
282,12/18/2016,Sunday,12:00,Indoors,
283,12/18/2016,Sunday,13:00,Rain,55
284,12/18/2016,Sunday,14:05,Sunny,62
285,12/18/2016,Sunday,16:05,,
286,12/18/2016,Sunday,14:25,Sunny,18
287,12/18/2016,Sunday,13:25,Sunny,62
288,12/18/2016,Sunday,13:00,Cloudy,24
289,12/19/2016,Monday,20:30,Clear,32
290,12/22/2016,Thursday,20:25,Partly Cloudy,40
291,12/24/2016,Saturday,13:00,Cloudy,38
292,12/24/2016,Saturday,13:00,Cloudy,56
293,12/24/2016,Saturday,12:00,"Cloudy, steady temps",37
294,12/24/2016,Saturday,13:00,Cloudy,38
295,12/24/2016,Saturday,12:00,,37
296,12/24/2016,Saturday,13:00,,67
297,12/24/2016,Saturday,13:00,Rain,40
298,12/24/2016,Saturday,15:25,Mostly Cloudy,76
299,12/24/2016,Saturday,13:05,Sunny,50
300,12/24/2016,Saturday,13:25,Partly Cloudy,59
301,12/24/2016,Saturday,13:25,Partly Cloudy,39
302,12/24/2016,Saturday,19:25,Partly Cloudy,71
303,12/25/2016,Sunday,16:25,Partly Cloudy,41
304,12/25/2016,Sunday,19:30,"Cloudy, Rain",53
305,12/26/2016,Monday,19:30,,
306,1/1/2017,Sunday,16:25,,
307,1/1/2017,Sunday,13:00,Partly Cloudy,40
308,1/1/2017,Sunday,20:30,Controlled Climate,68
309,1/1/2017,Sunday,13:00,Sunny,39
310,1/1/2017,Sunday,13:00,,80
311,1/1/2017,Sunday,12:00,Indoor,
312,1/1/2017,Sunday,13:00,Sunny,42
313,1/1/2017,Sunday,13:00,Sunny,50
314,1/1/2017,Sunday,13:00,Sunny,41
315,1/1/2017,Sunday,13:00,Cloudy,81
316,1/1/2017,Sunday,12:00,Cloudy,52
317,1/1/2017,Sunday,16:25,Sunny,53
318,1/1/2017,Sunday,14:25,Mostly Cloudy,45
319,1/1/2017,Sunday,13:25,Sunny,59
320,1/1/2017,Sunday,13:25,Cloudy,59
321,1/1/2017,Sunday,13:25,Clear,54
322,1/7/2017,Saturday,15:35,Sunny,40
323,1/7/2017,Saturday,17:15,Cloudy,38
324,1/8/2017,Sunday,13:05,Partly Cloudy,17
325,1/8/2017,Sunday,15:40,,14
326,1/14/2017,Saturday,16:35,,
327,1/14/2017,Saturday,20:15,Cloudy and Cold,28
328,1/15/2017,Sunday,19:20,Cloudy with patches of fog,33
329,1/15/2017,Sunday,15:40,,
330,1/22/2017,Sunday,15:05,,
331,1/22/2017,Sunday,18:40,Cloudy,41
332,2/5/2017,Sunday,17:30,Partly Cloudy,76
333,1/29/2017,Sunday,20:00,Cloudy,54
334,8/3/2017,Thursday,20:00,Sunny,82
335,8/12/2017,Saturday,19:00,,75
336,8/10/2017,Thursday,19:30,Partly Cloudy,82
337,8/10/2017,Thursday,19:00,Partly cloudy,82
338,8/9/2017,Wednesday,19:30,Mostly Cloudy,81
339,8/10/2017,Thursday,19:00,Scattered thunderstorms,81
340,8/11/2017,Friday,19:30,Partly Cloudy,81
341,8/10/2017,Thursday,20:00,Sunny,77
342,8/10/2017,Thursday,19:00,,69
343,8/13/2017,Sunday,13:30,Partly cloudy,78
344,8/11/2017,Friday,20:00,Sunny,79
345,8/13/2017,Sunday,17:00,Sunny,76
346,8/12/2017,Saturday,18:00,Sunny,77
347,8/10/2017,Thursday,19:00,Cloudy,85
348,8/10/2017,Thursday,19:30,Sunny and warm,75
349,8/11/2017,Friday,19:00,Mostly Cloudy,75
350,8/12/2017,Saturday,19:30,,76
351,8/17/2017,Thursday,20:00,,85
352,8/19/2017,Saturday,19:00,,75
353,8/19/2017,Saturday,19:00,Partly Cloudy,86
354,8/19/2017,Saturday,18:00,,75
355,8/19/2017,Saturday,19:00,Sunny,93
356,8/20/2017,Sunday,17:00,Sunny,74
357,8/17/2017,Thursday,19:00,Partly Cloudy,90
358,8/19/2017,Saturday,19:00,Clear,63
359,8/17/2017,Thursday,19:00,Partly Cloudy,85
360,8/20/2017,Sunday,16:00,Sunny,83
361,8/19/2017,Saturday,19:00,Clear,76
362,8/18/2017,Friday,19:00,Sunny,73
363,8/19/2017,Saturday,14:00,Partly Cloudy,97
364,8/19/2017,Saturday,19:30,Sunny,87
365,8/19/2017,Saturday,19:30,Controlled Climate,68
366,8/21/2017,Monday,20:00,cloudy,79
367,8/26/2017,Saturday,19:00,,70
368,8/26/2017,Saturday,19:00,Partly Cloudy,78
369,8/26/2017,Saturday,19:00,,70
370,8/26/2017,Saturday,19:00,Partly Cloudy,86
371,8/25/2017,Friday,19:00,Controlled Climate,68
372,8/24/2017,Thursday,19:30,,84
373,8/26/2017,Saturday,19:00,Fair,90
374,8/24/2017,Thursday,19:00,Clear,82
375,8/26/2017,Saturday,19:30,Partly Cloudy,74
376,8/26/2017,Saturday,19:30,Rain,84
377,8/25/2017,Friday,17:00,Sunny,74
378,8/26/2017,Saturday,19:00,Clear,74
379,8/26/2017,Saturday,17:00,Sunny,80
380,8/27/2017,Sunday,12:00,Sunny,81
381,8/27/2017,Sunday,16:30,Partly Cloudy,76
382,8/27/2017,Sunday,19:00,Indoor,70
383,8/31/2017,Thursday,19:00,,74
384,8/31/2017,Thursday,19:00,Clear,70
385,8/31/2017,Thursday,19:00,Mostly cloudy,65
386,8/31/2017,Thursday,19:30,Light Rain,71
387,8/31/2017,Thursday,19:00,"Partly cloudy, lows to upper 50s.",72
388,8/31/2017,Thursday,19:00,Mostly Cloudy,75
389,8/31/2017,Thursday,18:00,Clear Skies,64
390,8/31/2017,Thursday,19:00,Clear,86
391,8/31/2017,Thursday,19:00,Cloudy,78
392,8/31/2017,Thursday,19:30,Sunny,79
393,8/31/2017,Thursday,19:00,Indoor,
394,8/31/2017,Thursday,19:30,Partly Cloudy,68
395,8/31/2017,Thursday,19:00,Sunny,86
396,8/31/2017,Thursday,19:00,Sunny,87
397,8/31/2017,Thursday,19:00,CLEAR,90
398,8/31/2017,Thursday,19:30,Cloudy,91
399,9/7/2017,Thursday,20:30,Clear and warm,63
400,9/10/2017,Sunday,13:00,Sun & clouds,65
401,9/10/2017,Sunday,12:00,Sunny,64
402,9/10/2017,Sunday,13:00,Sunny,68
403,9/10/2017,Sunday,13:00,Sunny,63
404,9/10/2017,Sunday,13:00,Controlled Climate,68
405,9/10/2017,Sunday,12:00,Sunny,80
406,11/19/2017,Sunday,13:00,Sunny,81
407,9/10/2017,Sunday,12:00,Sunny,72
408,9/10/2017,Sunday,13:00,Sunny,67
409,9/10/2017,Sunday,13:05,Sunny,90
410,9/10/2017,Sunday,15:25,Mostly Sunny,71
411,9/10/2017,Sunday,13:25,Clear,87
412,9/10/2017,Sunday,19:30,,
413,9/11/2017,Monday,18:10,Indoor,70
414,9/11/2017,Monday,20:20,Mostly Cloudy,73
415,9/14/2017,Thursday,20:25,Mostly Coudy,69
416,9/17/2017,Sunday,13:00,Mostly Cloudy,80
417,9/17/2017,Sunday,13:00,Sunny,83
418,9/17/2017,Sunday,13:00,Partly sunny,78
419,9/17/2017,Sunday,13:00,Partly Cloudy,84
420,9/17/2017,Sunday,12:00,Cloudy,68
421,9/17/2017,Sunday,12:00,Mostly Cloudy,85
422,9/17/2017,Sunday,13:00,Sunny,78
423,9/17/2017,Sunday,13:00,Clear,88
424,9/17/2017,Sunday,13:05,Cloudy,71
425,9/17/2017,Sunday,13:05,Sunny,70
426,9/17/2017,Sunday,14:25,Partly Cloudy,72
427,9/17/2017,Sunday,13:25,Cloudy,76
428,9/17/2017,Sunday,13:25,Mostly Cloudy,65
429,9/17/2017,Sunday,20:30,Clear,78
430,9/18/2017,Monday,20:30,Cloudy,72
431,9/21/2017,Thursday,17:25,Mostly Sunny,68
432,9/24/2017,Sunday,14:30,,70
433,9/24/2017,Sunday,13:00,Sunny,83
434,9/24/2017,Sunday,13:00,Sunny,82
435,9/24/2017,Sunday,12:00,"Sunny, highs to upper 80s",89
436,9/24/2017,Sunday,13:00,Controlled Climate,68
437,9/24/2017,Sunday,13:00,Sunny,83
438,9/24/2017,Sunday,12:00,Indoor,
439,9/24/2017,Sunday,13:00,Sunny,84
440,9/24/2017,Sunday,13:00,Sunny,88
441,9/24/2017,Sunday,13:00,Sunny,89
442,9/24/2017,Sunday,15:05,Sunny,88
443,9/24/2017,Sunday,15:25,Sunny,89
444,9/24/2017,Sunday,13:25,Sunny,84
445,9/24/2017,Sunday,20:30,Clear,76
446,9/25/2017,Monday,17:30,Indoor,
447,9/28/2017,Thursday,19:25,Cloudy,65
448,10/1/2017,Sunday,14:30,,63
449,10/1/2017,Sunday,13:00,,
450,10/1/2017,Sunday,13:00,Sunny,64
451,10/1/2017,Sunday,13:00,Sunny,63
452,10/1/2017,Sunday,12:00,,
453,10/1/2017,Sunday,12:00,Sunny,87
454,10/1/2017,Sunday,12:00,Indoor,
455,10/1/2017,Sunday,13:00,Sunny,61
456,10/1/2017,Sunday,13:00,Sunny,64
457,10/1/2017,Sunday,13:05,Indoors,
458,10/1/2017,Sunday,13:05,Sunny,72
459,10/1/2017,Sunday,16:05,Cloudy,91
460,10/1/2017,Sunday,14:25,Mostly Cloudy,72
461,10/1/2017,Sunday,17:30,Clear,61
462,10/2/2017,Monday,19:30,Clear,82
463,10/5/2017,Thursday,20:25,Clear,76
464,10/8/2017,Sunday,13:00,Light Rain,63
465,10/8/2017,Sunday,13:00,Cloudy,67
466,10/8/2017,Sunday,13:00,Controlled Climate,68
467,10/8/2017,Sunday,13:00,Cloudy,68
468,10/8/2017,Sunday,13:00,Partly Cloudy,89
469,10/8/2017,Sunday,13:00,Cloudy,76
470,10/8/2017,Sunday,13:00,Showers,77
471,10/8/2017,Sunday,13:00,Cloudy,73
472,10/8/2017,Sunday,13:05,Sunny,78
473,10/8/2017,Sunday,13:05,Sunny,72
474,10/8/2017,Sunday,15:25,,
475,10/8/2017,Sunday,19:30,Partly Cloudy,89
476,10/9/2017,Monday,19:30,Partly cloudy,70
477,10/12/2017,Thursday,20:25,Cloudy,72
478,10/15/2017,Sunday,13:00,Indoors,
479,10/15/2017,Sunday,13:00,Partly Sunny,69
480,10/15/2017,Sunday,12:00,Partly Cloudy,85
481,10/15/2017,Sunday,12:00,Indoor,
482,10/15/2017,Sunday,12:00,Cloudy,84
483,10/15/2017,Sunday,13:00,Cloudy,73
484,10/15/2017,Sunday,13:00,Cloudy,68
485,10/15/2017,Sunday,13:05,,
486,10/15/2017,Sunday,16:05,30% Chance of Rain,88
487,10/15/2017,Sunday,15:25,Sunny,60
488,10/15/2017,Sunday,13:25,Sunny,76
489,10/15/2017,Sunday,18:30,Clear,61
490,10/16/2017,Monday,19:30,Clear,57
491,10/19/2017,Thursday,17:25,Cloudy,62
492,10/22/2017,Sunday,13:00,Sunny,74
493,10/22/2017,Sunday,12:00,"Cloudy with periods of rain, thunder possible. Winds shifting to WNW, 10-20 mph.",70
494,10/22/2017,Sunday,13:00,Sunny,74
495,10/22/2017,Sunday,12:00,Rain,52
496,10/22/2017,Sunday,13:00,Cloudy,72
497,10/22/2017,Sunday,18:00,Rain,54
498,10/22/2017,Sunday,13:00,Partly Cloudy,86
499,10/22/2017,Sunday,12:00,Indoor,
500,10/22/2017,Sunday,16:25,Sunny,79
501,10/22/2017,Sunday,13:05,Sunny,68
502,10/22/2017,Sunday,13:25,Sunny,90
503,10/22/2017,Sunday,16:25,Partly Cloudy,75
504,10/22/2017,Sunday,20:30,"Cloudy, fog started developing in 2nd quarter",56
505,10/23/2017,Monday,20:30,Cloudy,70
506,10/26/2017,Thursday,20:25,Partly Cloudy,56
507,10/29/2017,Sunday,13:30,Partly Cloudy,56
508,10/29/2017,Sunday,13:00,Rain,42
509,10/29/2017,Sunday,13:00,Cloudy,39
510,10/29/2017,Sunday,13:00,Rain,62
511,10/29/2017,Sunday,12:00,Sunny,54
512,10/29/2017,Sunday,13:00,Rain,63
513,10/29/2017,Sunday,13:00,Rain,67
514,10/29/2017,Sunday,13:00,Cloudy,63
515,10/29/2017,Sunday,13:05,Cloudy,50
516,10/29/2017,Sunday,16:25,Rain,60
517,10/29/2017,Sunday,20:30,Controlled Climate,68
518,10/30/2017,Monday,19:30,Clear,44
519,11/2/2017,Thursday,20:25,Clear,68
520,11/5/2017,Sunday,13:00,Coudy,61
521,11/5/2017,Sunday,12:00,Mostly Cloudy,84
522,11/5/2017,Sunday,13:00,,78
523,11/5/2017,Sunday,12:00,Partly Cloudy,79
524,11/5/2017,Sunday,13:00,Cloudy,56
525,11/5/2017,Sunday,13:00,Cloudy,61
526,11/5/2017,Sunday,12:00,Cloudy,75
527,11/5/2017,Sunday,13:05,Sunny,61
528,11/5/2017,Sunday,13:05,Rain,36
529,11/5/2017,Sunday,15:25,,
530,11/5/2017,Sunday,20:30,,77
531,11/6/2017,Monday,19:30,Cloudy,35
532,11/9/2017,Thursday,18:25,,79
533,11/12/2017,Sunday,13:00,Cloudy,42
534,11/12/2017,Sunday,12:00,"Rain likely, temps in low 40s.",39
535,11/12/2017,Sunday,13:00,Controlled Climate,68
536,11/12/2017,Sunday,13:00,Cloudy,42
537,11/12/2017,Sunday,13:00,,76
538,11/12/2017,Sunday,13:00,Cloudy,79
539,11/12/2017,Sunday,12:00,Cloudy,53
540,11/12/2017,Sunday,13:00,Cloudy,44
541,11/12/2017,Sunday,13:05,Cloudy,68
542,11/12/2017,Sunday,16:25,,
543,11/12/2017,Sunday,13:25,Sunny,68
